5|5
7.672533050884313 0.022496561065393772 6.321431889483126 3.7020447316886926 7.551991429463102|7.551991429463102 3.7020447316886926 6.321431889483126 0.022496561065393772 7.672533050884313
4.486447526564552 2.857302995205171 2.9727320505093715 7.043806573315372 6.46283811800525|6.46283811800525 7.043806573315372 2.9727320505093715 2.857302995205171 4.486447526564552
8.16557300305076 0.04362268842555195 4.26477970115063 7.703936054386961 3.731770775870802|3.731770775870802 7.703936054386961 4.26477970115063 0.04362268842555195 8.16557300305076
7.920912509007976 6.485521935310179 3.248423827251706 1.114185949091796 1.5634225818391612|1.5634225818391612 1.114185949091796 3.248423827251706 6.485521935310179 7.920912509007976
6.3979501409692405 6.795341008439964 7.083948447843865 5.8239968470253745 8.017816308317338|8.017816308317338 5.8239968470253745 7.083948447843865 6.795341008439964 6.3979501409692405
4.474483509610613 4.498416232690245 1.4993120330222687 9.406833327757187 6.254428511169201|6.254428511169201 9.406833327757187 1.4993120330222687 4.498416232690245 4.474483509610613
9.408285227232984 4.94137930892858 7.036069076027039 0.3815571508004423 7.101941017870624|7.101941017870624 0.3815571508004423 7.036069076027039 4.94137930892858 9.408285227232984
3.898800359018532 3.320481482610468 3.8350105267020087 9.558879780256921 0.9636302319378376|0.9636302319378376 9.558879780256921 3.8350105267020087 3.320481482610468 3.898800359018532
8.491253621686624 3.7658112499944965 0.38382460568765153 7.7132285823155975 8.161030681296896|8.161030681296896 7.7132285823155975 0.38382460568765153 3.7658112499944965 8.491253621686624
6.17200559762609 1.1926248122258265 5.934808291395317 3.0471044170270223 5.060515951156985|5.060515951156985 3.0471044170270223 5.934808291395317 1.1926248122258265 6.17200559762609
6.737171973526048 9.719101193756776 2.60512010067666 8.689307025030427 5.028854224376894|5.028854224376894 8.689307025030427 2.60512010067666 9.719101193756776 6.737171973526048
9.360543015919854 9.785829035194268 1.8881608935837924 0.2358175223154102 0.7773198615804122|0.7773198615804122 0.2358175223154102 1.8881608935837924 9.785829035194268 9.360543015919854
1.384675137846958 0.7562636968013148 1.2995427980293595 7.86960665458286 6.096660168789341|6.096660168789341 7.86960665458286 1.2995427980293595 0.7562636968013148 1.384675137846958
9.053448682625426 7.386156243830718 9.730095320999174 8.291353414830922 1.1193314901811702|1.1193314901811702 8.291353414830922 9.730095320999174 7.386156243830718 9.053448682625426
6.978436365630336 4.087461123441777 4.666900429516795 0.026687615761614714 8.074037979426166|8.074037979426166 0.026687615761614714 4.666900429516795 4.087461123441777 6.978436365630336
5.317147115211634 3.0602607215538846 1.7810039799300947 0.8599399246102601 2.7164711618970303|2.7164711618970303 0.8599399246102601 1.7810039799300947 3.0602607215538846 5.317147115211634
9.578970346125727 6.480808280875912 1.540682926737974 9.673320253867526 5.440428267356836|5.440428267356836 9.673320253867526 1.540682926737974 6.480808280875912 9.578970346125727
1.9641987211725376 3.2946204670025714 9.393016224740668 8.550421111255917 5.263441967246227|5.263441967246227 8.550421111255917 9.393016224740668 3.2946204670025714 1.9641987211725376
2.5534985256257547 5.5268005428864075 9.257403993350415 8.21300379986799 5.795787267230866|5.795787267230866 8.21300379986799 9.257403993350415 5.5268005428864075 2.5534985256257547
5.525605799669801 1.9199896408196304 6.240198528974702 8.26260688188129 2.647913523784334|2.647913523784334 8.26260688188129 6.240198528974702 1.9199896408196304 5.525605799669801
5.032067614797139 1.357228204326808 2.975433652126064 9.523332351423212 4.066782781894618|4.066782781894618 9.523332351423212 2.975433652126064 1.357228204326808 5.032067614797139
8.525509577615596 2.867443883657741 0.060935755908978484 4.91194610049372 4.411480157386684|4.411480157386684 4.91194610049372 0.060935755908978484 2.867443883657741 8.525509577615596
7.047242753300353 8.194702936317833 8.909670767874658 4.974136529094773 6.842634944916992|6.842634944916992 4.974136529094773 8.909670767874658 8.194702936317833 7.047242753300353
1.4844434745138069 2.140722688767757 6.011915279125553 3.0568908132528905 7.9306554810925975|7.9306554810925975 3.0568908132528905 6.011915279125553 2.140722688767757 1.4844434745138069
1.1642638940041006 4.159010103025489 1.3951846762604148 0.1799368461084594 2.9826654754890916|2.9826654754890916 0.1799368461084594 1.3951846762604148 4.159010103025489 1.1642638940041006
3.72681065274573 9.638347985225804 9.929293994400881 6.626947284537406 5.82110359912561|5.82110359912561 6.626947284537406 9.929293994400881 9.638347985225804 3.72681065274573
0.8983227168968211 8.75106089142954 7.529835150062468 0.8779212183607121 4.962528885783809|4.962528885783809 0.8779212183607121 7.529835150062468 8.75106089142954 0.8983227168968211
3.2228905072374414 5.013468008028578 6.884134311952993 6.823811574171371 2.886342323185401|2.886342323185401 6.823811574171371 6.884134311952993 5.013468008028578 3.2228905072374414
6.859392583664407 8.686058125697592 1.1830363407465128 2.8972314124208864 9.231879037849192|9.231879037849192 2.8972314124208864 1.1830363407465128 8.686058125697592 6.859392583664407
4.609653945446722 8.384862983219165 8.54971277673584 3.1629045608465223 4.763005246287135|4.763005246287135 3.1629045608465223 8.54971277673584 8.384862983219165 4.609653945446722
6.558614703157081 1.634739244900193 9.006070919736 4.97685516812831 1.0883849175459592|1.0883849175459592 4.97685516812831 9.006070919736 1.634739244900193 6.558614703157081
5.409527427997944 4.554067844707603 8.168703921762054 4.612374811431369 5.018590369770086|5.018590369770086 4.612374811431369 8.168703921762054 4.554067844707603 5.409527427997944
1.7761848686743231 1.2524870595790427 7.563073404520644 8.765535159753925 8.565092751651543|8.565092751651543 8.765535159753925 7.563073404520644 1.2524870595790427 1.7761848686743231
3.403471718151284 9.583102380090821 5.6133311381453765 7.2075224806381675 6.926489726837134|6.926489726837134 7.2075224806381675 5.6133311381453765 9.583102380090821 3.403471718151284
0.06584890311210123 1.1658532087213147 1.722801452186058 8.814371944051345 6.4494769920839845|6.4494769920839845 8.814371944051345 1.722801452186058 1.1658532087213147 0.06584890311210123
7.223810509072557 3.0282861412149242 4.560772386076371 5.861675660903557 9.593676488033116|9.593676488033116 5.861675660903557 4.560772386076371 3.0282861412149242 7.223810509072557
4.025746204688927 0.8373903834048391 4.793373640082645 5.259355630291821 0.7533625680412936|0.7533625680412936 5.259355630291821 4.793373640082645 0.8373903834048391 4.025746204688927
8.519247244915075 1.1952727534912688 4.671077967926951 3.7761794307520424 0.7433890765749118|0.7433890765749118 3.7761794307520424 4.671077967926951 1.1952727534912688 8.519247244915075
2.7316773196672783 3.4078512866225594 0.885768265905047 1.6558604991818537 0.21388985974803432|0.21388985974803432 1.6558604991818537 0.885768265905047 3.4078512866225594 2.7316773196672783
7.382134484111571 2.4779054882856877 3.614881817612706 2.3173522219930955 9.065514374674935|9.065514374674935 2.3173522219930955 3.614881817612706 2.4779054882856877 7.382134484111571
7.088433133377118 6.263487139134113 2.6134292909321974 6.196155476386883 8.015714773720186|8.015714773720186 6.196155476386883 2.6134292909321974 6.263487139134113 7.088433133377118
5.5406682667618625 1.7926517962837552 5.908677213249824 1.7672036785394885 6.697431071169364|6.697431071169364 1.7672036785394885 5.908677213249824 1.7926517962837552 5.5406682667618625
6.864952905778682 9.887048940001893 0.7435658193903072 0.6325058892063995 4.721903780359216|4.721903780359216 0.6325058892063995 0.7435658193903072 9.887048940001893 6.864952905778682
4.567200823869374 3.204813033105922 7.573537863914335 6.578076209654854 2.900938857293538|2.900938857293538 6.578076209654854 7.573537863914335 3.204813033105922 4.567200823869374
9.798344605039016 4.369438776001506 0.5287947714326457 6.654912777063197 3.7347979740842376|3.7347979740842376 6.654912777063197 0.5287947714326457 4.369438776001506 9.798344605039016
2.324557509334846 9.899820839769163 0.6893248319568257 2.850979722625703 9.161001576395405|9.161001576395405 2.850979722625703 0.6893248319568257 9.899820839769163 2.324557509334846
9.285760129827516 9.184873534092251 5.591261996496232 2.102237436247113 2.682047303766526|2.682047303766526 2.102237436247113 5.591261996496232 9.184873534092251 9.285760129827516
0.8876518570999214 4.6222027284325105 3.103147648476645 8.078888448881896 7.262172578876585|7.262172578876585 8.078888448881896 3.103147648476645 4.6222027284325105 0.8876518570999214
2.52729772263573 6.279359749285365 3.461741130090986 0.7054551318842062 7.095226736489649|7.095226736489649 0.7054551318842062 3.461741130090986 6.279359749285365 2.52729772263573
5.48669784547635 9.204942694484435 4.634888817870766 9.269808012258322 4.143892535762054|4.143892535762054 9.269808012258322 4.634888817870766 9.204942694484435 5.48669784547635
8.243592606358362 0.6409791598130876 6.483068182518329 1.4261527785634798 3.31384191792785|3.31384191792785 1.4261527785634798 6.483068182518329 0.6409791598130876 8.243592606358362
5.233056457084646 8.974520363304814 2.779855778636915 8.87386956906571 1.355021285233431|1.355021285233431 8.87386956906571 2.779855778636915 8.974520363304814 5.233056457084646
0.6505298120919023 6.596052448448287 6.182494566199041 8.605568802842637 1.277908010576282|1.277908010576282 8.605568802842637 6.182494566199041 6.596052448448287 0.6505298120919023
8.897671432193286 8.639788240719236 8.575516073076955 9.37118831755939 4.697806570301566|4.697806570301566 9.37118831755939 8.575516073076955 8.639788240719236 8.897671432193286
4.263221602224865 1.3958358714536978 1.735508348858671 5.3979976258245035 9.77660293032484|9.77660293032484 5.3979976258245035 1.735508348858671 1.3958358714536978 4.263221602224865
4.248864682288321 7.659971428501868 8.592411176655855 3.474638980181679 1.4930725897592145|1.4930725897592145 3.474638980181679 8.592411176655855 7.659971428501868 4.248864682288321
5.098010486240393 2.9418385582030924 4.955181960904673 8.95607012838996 4.771254395785444|4.771254395785444 8.95607012838996 4.955181960904673 2.9418385582030924 5.098010486240393
5.790092414648768 6.040593524082603 1.9396158488582182 8.713110523089293 3.2228692929593103|3.2228692929593103 8.713110523089293 1.9396158488582182 6.040593524082603 5.790092414648768
9.690554681898755 4.322216561591 8.6284400406169 1.5385920951938203 3.15008236240225|3.15008236240225 1.5385920951938203 8.6284400406169 4.322216561591 9.690554681898755
2.4116009750132594 4.445585843047959 2.0815323647221096 1.4555193736462468 2.056364102138375|2.056364102138375 1.4555193736462468 2.0815323647221096 4.445585843047959 2.4116009750132594
2.9151553582370546 9.85141823710913 2.100450153014056 1.449384587314373 6.246698568255179|6.246698568255179 1.449384587314373 2.100450153014056 9.85141823710913 2.9151553582370546
7.4240631577415614 3.7421033815216296 1.2704851145001284 7.912218844923773 6.323914147491049|6.323914147491049 7.912218844923773 1.2704851145001284 3.7421033815216296 7.4240631577415614
6.2514170003918785 4.886985078796718 5.790829403338958 6.464784488548751 1.9422307169564035|1.9422307169564035 6.464784488548751 5.790829403338958 4.886985078796718 6.2514170003918785
0.0611151843387614 1.1556654630570384 8.13757533141043 4.229625011775841 7.022107852330834|7.022107852330834 4.229625011775841 8.13757533141043 1.1556654630570384 0.0611151843387614
8.043048100540261 3.1187055352364315 9.773154905963825 6.9160072400802 3.3156775702112338|3.3156775702112338 6.9160072400802 9.773154905963825 3.1187055352364315 8.043048100540261
2.589025668152326 2.7083238137631183 0.0495198608288927 7.7408291251344465 0.6446414364518449|0.6446414364518449 7.7408291251344465 0.0495198608288927 2.7083238137631183 2.589025668152326
5.32423182806233 6.277078753291385 0.5372423693982675 7.489811809568687 8.287502387860973|8.287502387860973 7.489811809568687 0.5372423693982675 6.277078753291385 5.32423182806233
2.236642917169692 3.376990829675681 4.208838932976441 6.744473644697864 3.8770774721334966|3.8770774721334966 6.744473644697864 4.208838932976441 3.376990829675681 2.236642917169692
9.58433202986877 0.29066151367074355 3.3360097356503084 3.4996556678425392 4.84664539976012|4.84664539976012 3.4996556678425392 3.3360097356503084 0.29066151367074355 9.58433202986877
2.5985754695856986 5.976041383668181 7.936788447500831 1.4057454610536546 2.584800067656131|2.584800067656131 1.4057454610536546 7.936788447500831 5.976041383668181 2.5985754695856986
9.841822618383045 3.137855336756691 2.126710379391933 6.023330847433161 0.6876229629162312|0.6876229629162312 6.023330847433161 2.126710379391933 3.137855336756691 9.841822618383045
3.1067740514065054 9.956174189809229 3.5473146741955706 6.0314403822005165 4.903218140610663|4.903218140610663 6.0314403822005165 3.5473146741955706 9.956174189809229 3.1067740514065054
0.9703231359145292 6.315084336285306 4.104219223487479 5.755968135727683 6.7231404298217|6.7231404298217 5.755968135727683 4.104219223487479 6.315084336285306 0.9703231359145292
5.2038768293190305 9.456495909967988 7.331262380481959 5.354613816906842 4.570222406404784|4.570222406404784 5.354613816906842 7.331262380481959 9.456495909967988 5.2038768293190305
8.046008369195786 9.95090610712863 0.9913877702182916 5.1823803011772265 6.95713102262487|6.95713102262487 5.1823803011772265 0.9913877702182916 9.95090610712863 8.046008369195786
5.088682551299309 1.2808366712708552 2.8822085995946143 8.9446046972045 5.813961208684775|5.813961208684775 8.9446046972045 2.8822085995946143 1.2808366712708552 5.088682551299309
6.215998536956543 7.8892434661824264 4.732352684959534 3.0544578227112815 4.8603065168061566|4.8603065168061566 3.0544578227112815 4.732352684959534 7.8892434661824264 6.215998536956543
1.6181424678347422 5.406119342596275 4.68937296363258 6.000014010232634 5.96149543669701|5.96149543669701 6.000014010232634 4.68937296363258 5.406119342596275 1.6181424678347422
0.6184771900736696 1.982863948013729 3.892498858521124 2.3730478509536246 6.904609784947393|6.904609784947393 2.3730478509536246 3.892498858521124 1.982863948013729 0.6184771900736696
7.2228257097792525 9.762332192118322 7.835600515110262 6.067320874507438 0.11872997609017166|0.11872997609017166 6.067320874507438 7.835600515110262 9.762332192118322 7.2228257097792525
5.613614868001643 2.129321141817644 5.928760575870037 9.534459863461077 0.06900096519981136|0.06900096519981136 9.534459863461077 5.928760575870037 2.129321141817644 5.613614868001643
1.768485742520426 3.426865903529116 8.359627637417171 9.69514335223804 3.667356361785691|3.667356361785691 9.69514335223804 8.359627637417171 3.426865903529116 1.768485742520426
1.4033420936838625 1.3457159813707575 9.243979539302776 1.9329433927828066 1.1291393967742902|1.1291393967742902 1.9329433927828066 9.243979539302776 1.3457159813707575 1.4033420936838625
7.111617406216103 4.1983972578797015 8.183339550212473 3.8361887462253486 6.674157573110248|6.674157573110248 3.8361887462253486 8.183339550212473 4.1983972578797015 7.111617406216103
2.1531623596351226 9.842761022543986 1.4765437547545157 1.014373265961045 1.4081631144555706|1.4081631144555706 1.014373265961045 1.4765437547545157 9.842761022543986 2.1531623596351226
1.9569564331735034 8.940951787650214 7.272539884070765 0.313974146657392 3.185444464111171|3.185444464111171 0.313974146657392 7.272539884070765 8.940951787650214 1.9569564331735034
9.515552394060167 7.487350401789637 1.7249902327788935 9.905201062074589 4.681999897117288|4.681999897117288 9.905201062074589 1.7249902327788935 7.487350401789637 9.515552394060167
0.6028190506349163 8.080828516591502 0.8272983406153644 3.5257101158938884 2.462276021899925|2.462276021899925 3.5257101158938884 0.8272983406153644 8.080828516591502 0.6028190506349163
4.527306446276591 7.085804421511678 4.794248991183247 9.843307831866241 5.258459459449288|5.258459459449288 9.843307831866241 4.794248991183247 7.085804421511678 4.527306446276591
5.018243459738002 0.8182001972167297 0.38162873480538817 9.514695695997728 7.306579703126012|7.306579703126012 9.514695695997728 0.38162873480538817 0.8182001972167297 5.018243459738002
5.974776229660278 4.559928560622357 4.145165594649898 1.8374468683526224 8.410190871121747|8.410190871121747 1.8374468683526224 4.145165594649898 4.559928560622357 5.974776229660278
0.3786899905215402 3.89042932757808 9.334013879878828 1.6712828517871647 3.961594117381747|3.961594117381747 1.6712828517871647 9.334013879878828 3.89042932757808 0.3786899905215402
8.669100989805065 0.22056030849990083 9.92305711095073 3.7545891266047104 6.142860650105881|6.142860650105881 3.7545891266047104 9.92305711095073 0.22056030849990083 8.669100989805065
4.0104200314712575 2.7620017578156206 2.855682853502941 5.324494418675637 8.71599172199543|8.71599172199543 5.324494418675637 2.855682853502941 2.7620017578156206 4.0104200314712575
5.422999952894397 1.8627511623144255 9.033704535176257 4.846262158379159 1.691066076342752|1.691066076342752 4.846262158379159 9.033704535176257 1.8627511623144255 5.422999952894397
6.43265871884609 1.0332312512815078 4.839215989676662 9.358345424629311 0.91355278444053|0.91355278444053 9.358345424629311 4.839215989676662 1.0332312512815078 6.43265871884609
6.255932189844505 8.173817638729863 8.487360002395675 5.101925403322465 3.1282275652793725|3.1282275652793725 5.101925403322465 8.487360002395675 8.173817638729863 6.255932189844505
5.047710247921682 0.7514847278104764 7.3019908315490065 3.185659003622483 4.960554042057152|4.960554042057152 3.185659003622483 7.3019908315490065 0.7514847278104764 5.047710247921682
3.9012681777332103 3.7211745091996296 9.902180582792822 0.8116311830009626 9.454738839936672|9.454738839936672 0.8116311830009626 9.902180582792822 3.7211745091996296 3.9012681777332103
9.997796631290967 3.812124846923728 6.9490953763232195 1.4262087438121684 7.728925048483997|7.728925048483997 1.4262087438121684 6.9490953763232195 3.812124846923728 9.997796631290967
2.8035747629146646 3.63498675307127 4.812801719070472 5.046951232196269 1.386062658441235|1.386062658441235 5.046951232196269 4.812801719070472 3.63498675307127 2.8035747629146646
2.579670668890147 4.420080161007103 0.1718981020363719 4.131972363503211 2.4910366758949065|2.4910366758949065 4.131972363503211 0.1718981020363719 4.420080161007103 2.579670668890147
9.905537065050213 1.5034092066612637 6.019035399908308 5.996692414356569 7.48480116929636|7.48480116929636 5.996692414356569 6.019035399908308 1.5034092066612637 9.905537065050213
1.5126773141188443 4.1467228676084575 1.1403817444822817 5.786659165329108 2.8722721642889804|2.8722721642889804 5.786659165329108 1.1403817444822817 4.1467228676084575 1.5126773141188443
6.065320598635844 5.143589532738092 2.9354533455335616 8.336488844677618 1.3606435263502181|1.3606435263502181 8.336488844677618 2.9354533455335616 5.143589532738092 6.065320598635844
6.108291438049203 0.9704381669728135 8.42822761478985 9.17821849568478 7.126963210437937|7.126963210437937 9.17821849568478 8.42822761478985 0.9704381669728135 6.108291438049203
4.993368894405301 8.908751850758321 2.425886656791544 7.380504149390744 5.643303304808143|5.643303304808143 7.380504149390744 2.425886656791544 8.908751850758321 4.993368894405301
3.389419466659198 5.506087306965704 7.773467366111034 7.659005566079623 3.123914371058867|3.123914371058867 7.659005566079623 7.773467366111034 5.506087306965704 3.389419466659198
3.1577293329979383 3.5755811732378517 9.341813622283938 4.525650499003363 3.238182678566731|3.238182678566731 4.525650499003363 9.341813622283938 3.5755811732378517 3.1577293329979383
3.7981579244171906 4.973963891270033 5.030697041747915 4.0061158193283966 6.61313668869442|6.61313668869442 4.0061158193283966 5.030697041747915 4.973963891270033 3.7981579244171906
0.19995910638977543 2.739887397112699 0.047953370924910255 6.424232239557956 9.4794029983624|9.4794029983624 6.424232239557956 0.047953370924910255 2.739887397112699 0.19995910638977543
4.529094468930685 6.084858483931241 9.017738401838146 2.3942821740888087 6.785471274686779|6.785471274686779 2.3942821740888087 9.017738401838146 6.084858483931241 4.529094468930685
4.150575254016388 9.20592433539775 7.420179398887857 2.0574772495820426 0.7521398958272296|0.7521398958272296 2.0574772495820426 7.420179398887857 9.20592433539775 4.150575254016388
9.47239874362322 3.7122350520954397 5.038581654853507 0.5691909480239532 8.621903733284936|8.621903733284936 0.5691909480239532 5.038581654853507 3.7122350520954397 9.47239874362322
1.2739174484927407 3.4835034464606762 2.468033227217974 9.130906393518805 1.5451427254204197|1.5451427254204197 9.130906393518805 2.468033227217974 3.4835034464606762 1.2739174484927407
0.997734520896697 2.0510248251987875 5.259342152551372 8.011999592345171 9.065171215808626|9.065171215808626 8.011999592345171 5.259342152551372 2.0510248251987875 0.997734520896697
1.2617135113882127 9.784513444755659 8.780055426125564 2.472405732476053 1.7615066643341204|1.7615066643341204 2.472405732476053 8.780055426125564 9.784513444755659 1.2617135113882127
5.848486439670948 5.438656371693083 0.16007408200208406 2.0662326368824324 7.777700710698983|7.777700710698983 2.0662326368824324 0.16007408200208406 5.438656371693083 5.848486439670948
9.630666103841644 9.0597364993755 3.551191758121912 0.8382280668856035 0.7085538765252852|0.7085538765252852 0.8382280668856035 3.551191758121912 9.0597364993755 9.630666103841644
4.028229286982747 8.629505421906513 1.152849034334369 4.255439461238111 5.900790388742411|5.900790388742411 4.255439461238111 1.152849034334369 8.629505421906513 4.028229286982747
6.247491057539788 0.7351318206148794 9.41254008337761 8.408806166905329 0.6129148670296514|0.6129148670296514 8.408806166905329 9.41254008337761 0.7351318206148794 6.247491057539788
6.277297618053926 7.468858246860144 9.751851035123972 3.9920478584378905 3.538206341922704|3.538206341922704 3.9920478584378905 9.751851035123972 7.468858246860144 6.277297618053926
6.734662333055152 6.03542943652747 9.951195839766205 4.256039823426193 9.920219412683188|9.920219412683188 4.256039823426193 9.951195839766205 6.03542943652747 6.734662333055152
0.8938221748236652 0.8553729896996776 9.707976997196507 0.4828218957153707 8.876745905836898|8.876745905836898 0.4828218957153707 9.707976997196507 0.8553729896996776 0.8938221748236652
2.9540706206293987 9.688501416711148 7.2899761014805575 6.056407409800696 6.796632588550401|6.796632588550401 6.056407409800696 7.2899761014805575 9.688501416711148 2.9540706206293987
8.711255377603326 1.249714761623446 5.811312752126698 7.688309460833987 0.24004558853262803|0.24004558853262803 7.688309460833987 5.811312752126698 1.249714761623446 8.711255377603326
8.593803907267256 2.8726864184889402 3.804256041777351 0.5199775428293085 0.8744019847464002|0.8744019847464002 0.5199775428293085 3.804256041777351 2.8726864184889402 8.593803907267256
3.0378364143223457 7.011102910658246 4.128803741914094 9.806553622536164 4.460374514871561|4.460374514871561 9.806553622536164 4.128803741914094 7.011102910658246 3.0378364143223457
9.165677375814855 4.220050276012284 7.485680162792466 3.2349379778363776 8.583021100184595|8.583021100184595 3.2349379778363776 7.485680162792466 4.220050276012284 9.165677375814855
5.039136624485391 2.1100152674957795 3.12944048619203 6.788404769356262 8.801755762795999|8.801755762795999 6.788404769356262 3.12944048619203 2.1100152674957795 5.039136624485391
9.316979646559144 9.708711650932116 0.1967386791562986 0.5426789740830973 5.826528413448667|5.826528413448667 0.5426789740830973 0.1967386791562986 9.708711650932116 9.316979646559144
0.8696146571251318 6.999357640741626 4.194088276575279 0.8024845264976077 4.404055541394375|4.404055541394375 0.8024845264976077 4.194088276575279 6.999357640741626 0.8696146571251318
0.6326059891229407 8.505754265162338 2.1478534179976636 3.2328715193199287 2.2379129638834225|2.2379129638834225 3.2328715193199287 2.1478534179976636 8.505754265162338 0.6326059891229407
6.811776041947923 1.8786720911308885 2.933151909413522 8.30214378280875 9.93558800364659|9.93558800364659 8.30214378280875 2.933151909413522 1.8786720911308885 6.811776041947923
5.220725917191632 6.676744380139711 7.024952764408791 9.028852129300661 3.2967531717170084|3.2967531717170084 9.028852129300661 7.024952764408791 6.676744380139711 5.220725917191632
0.5388424291569149 1.32584823741415 1.0241300902165862 0.875696381044756 3.6920291115917916|3.6920291115917916 0.875696381044756 1.0241300902165862 1.32584823741415 0.5388424291569149
2.012084215799359 5.579727743354905 4.750382867069644 7.993128702804768 5.796764535962195|5.796764535962195 7.993128702804768 4.750382867069644 5.579727743354905 2.012084215799359
0.8258593794445446 5.492335295637995 3.4303961360640898 8.260336408028468 5.796853342289545|5.796853342289545 8.260336408028468 3.4303961360640898 5.492335295637995 0.8258593794445446
2.8199046390477522 7.582628326917029 8.902581222214396 5.363975037754542 6.799011965647441|6.799011965647441 5.363975037754542 8.902581222214396 7.582628326917029 2.8199046390477522
3.306634020002144 7.507733268104497 9.157787578196062 5.154766611958052 9.212262208475966|9.212262208475966 5.154766611958052 9.157787578196062 7.507733268104497 3.306634020002144
1.7744631425409163 1.434769715856914 9.832190941247976 9.1866555193191 5.574239639662306|5.574239639662306 9.1866555193191 9.832190941247976 1.434769715856914 1.7744631425409163
4.7719814631877195 6.340585070445592 8.446804541145159 7.29404766804914 2.546473735597404|2.546473735597404 7.29404766804914 8.446804541145159 6.340585070445592 4.7719814631877195
8.113620989993182 0.5297380756377823 1.6660413370172467 1.0457001784789555 0.4493969802777853|0.4493969802777853 1.0457001784789555 1.6660413370172467 0.5297380756377823 8.113620989993182
9.52510218492547 2.254487073578849 5.484539966177609 7.175331225840859 2.4863425913580373|2.4863425913580373 7.175331225840859 5.484539966177609 2.254487073578849 9.52510218492547
6.863022079409326 3.3222321279962697 7.377907986412584 6.783219210898754 7.189783041370628|7.189783041370628 6.783219210898754 7.377907986412584 3.3222321279962697 6.863022079409326
4.0353695369084575 5.315099301131623 0.6572492992563583 8.508061770975829 9.507080630799738|9.507080630799738 8.508061770975829 0.6572492992563583 5.315099301131623 4.0353695369084575
7.689318097101243 7.046965663889582 9.966478142431123 4.99181415704049 1.5054597150152615|1.5054597150152615 4.99181415704049 9.966478142431123 7.046965663889582 7.689318097101243
7.885228133992463 4.049139501272525 2.315624504376598 7.5591738615152115 1.2597651560710121|1.2597651560710121 7.5591738615152115 2.315624504376598 4.049139501272525 7.885228133992463
3.2792487834776693 0.6656603561975338 7.198657838471817 4.1038762307860255 8.342886428812479|8.342886428812479 4.1038762307860255 7.198657838471817 0.6656603561975338 3.2792487834776693
0.36161410740552236 2.8619198694815307 6.568282996291042 0.9300145469710852 7.67755388289409|7.67755388289409 0.9300145469710852 6.568282996291042 2.8619198694815307 0.36161410740552236
5.8285477336515354 4.353182725085743 6.16951925692841 9.368695833076691 1.4872263993345847|1.4872263993345847 9.368695833076691 6.16951925692841 4.353182725085743 5.8285477336515354
7.219993083411101 6.174236990485797 3.717356871217347 2.9847580761280335 2.184605435504584|2.184605435504584 2.9847580761280335 3.717356871217347 6.174236990485797 7.219993083411101
3.0488768342489525 0.1731473909284531 1.0873200602535205 9.22871905513998 6.3776929309933115|6.3776929309933115 9.22871905513998 1.0873200602535205 0.1731473909284531 3.0488768342489525
3.2907038873115537 7.821211264262473 6.362586041071557 0.5211664938973337 7.087638737580075|7.087638737580075 0.5211664938973337 6.362586041071557 7.821211264262473 3.2907038873115537
8.117283960108974 0.4815013409815516 2.304213762136725 1.0665448596293958 3.9203769521257517|3.9203769521257517 1.0665448596293958 2.304213762136725 0.4815013409815516 8.117283960108974
4.151290925083257 5.364927374837258 7.8783731093968825 0.07859791856267728 8.415502904790484|8.415502904790484 0.07859791856267728 7.8783731093968825 5.364927374837258 4.151290925083257
4.738454737189668 6.7581679060903435 3.832230594091274 9.27519957677099 1.0340909835983791|1.0340909835983791 9.27519957677099 3.832230594091274 6.7581679060903435 4.738454737189668
6.502354598340193 5.5635654417423455 4.1131485412188065 1.7679494650235505 4.641291237171849|4.641291237171849 1.7679494650235505 4.1131485412188065 5.5635654417423455 6.502354598340193
6.218516948547402 4.278356096320232 9.824073716573444 8.940331006391183 2.1763768804131756|2.1763768804131756 8.940331006391183 9.824073716573444 4.278356096320232 6.218516948547402
5.776210539324489 6.291846062251327 2.8513262151660634 9.080381961339237 4.694523268062129|4.694523268062129 9.080381961339237 2.8513262151660634 6.291846062251327 5.776210539324489
4.74387176536619 2.3858618732263146 4.901584681025831 6.235757501468092 0.8704777331708791|0.8704777331708791 6.235757501468092 4.901584681025831 2.3858618732263146 4.74387176536619
8.61047701483695 3.4999954505435946 8.385832302684872 4.9205570634466325 5.220559035227469|5.220559035227469 4.9205570634466325 8.385832302684872 3.4999954505435946 8.61047701483695
6.984711205736875 6.738651418098042 7.911002419901325 5.905315068328955 1.3572198673519342|1.3572198673519342 5.905315068328955 7.911002419901325 6.738651418098042 6.984711205736875
8.908359782233896 9.445658136830685 8.779750645147061 9.482321391467508 0.09479619939692818|0.09479619939692818 9.482321391467508 8.779750645147061 9.445658136830685 8.908359782233896
1.583162451183977 7.979132267587268 7.46894266510189 9.160140792373396 7.745009225372483|7.745009225372483 9.160140792373396 7.46894266510189 7.979132267587268 1.583162451183977
2.4685881254572974 6.544406092775051 0.4790888059449472 6.967685281632274 3.941669939067969|3.941669939067969 6.967685281632274 0.4790888059449472 6.544406092775051 2.4685881254572974
4.483955237842677 8.8279870801737 3.8039488173917757 0.12452967986049446 8.45547947091213|8.45547947091213 0.12452967986049446 3.8039488173917757 8.8279870801737 4.483955237842677
1.8666241358142543 8.310705721333463 7.825298006156004 5.570934345424472 9.723814691109618|9.723814691109618 5.570934345424472 7.825298006156004 8.310705721333463 1.8666241358142543
